Part,Description,Color ID,Color Name,Couleur RGB,Quantity,BrickLink URL,Found
3660,Slope Brick 45 2 x 2 Inverted,15,White,#FFFFFF,2,https://davidlilien.github.io/images_giant_booster/image-007-129_1753130823.jpg,0
3660,Slope Brick 45 2 x 2 Inverted,25,Orange,#D67923,17,https://davidlilien.github.io/images_giant_booster/image-007-130_1753130823.jpg,0
3665,Slope Brick 45 2 x 1 Inverted,4,Red,#B40000,2,https://davidlilien.github.io/images_giant_booster/image-007-131_1753130823.jpg,0
3665,Slope Brick 45 2 x 1 Inverted,14,Yellow,#FAC80A,2,https://davidlilien.github.io/images_giant_booster/image-007-132_1753130823.jpg,0
3665,Slope Brick 45 2 x 1 Inverted,15,White,#FFFFFF,5,https://davidlilien.github.io/images_giant_booster/image-007-133_1753130823.jpg,0
3666,Plate 1 x 6,0,Black,#1B2A34,59,https://davidlilien.github.io/images_giant_booster/image-007-134_1753130823.jpg,0
3666,Plate 1 x 6,4,Red,#B40000,2,https://davidlilien.github.io/images_giant_booster/image-007-135_1753130823.jpg,0
3666,Plate 1 x 6,7,Light Grey,#A0A5A9,9,https://davidlilien.github.io/images_giant_booster/image-008-136_1753130823.jpg,0
3666,Plate 1 x 6,14,Yellow,#FAC80A,6,https://davidlilien.github.io/images_giant_booster/image-008-137_1753130823.jpg,0
3666,Plate 1 x 6,15,White,#FFFFFF,2,https://davidlilien.github.io/images_giant_booster/image-008-138_1753130823.jpg,0
3666,Plate 1 x 6,26,Magenta,#901F76,10,https://davidlilien.github.io/images_giant_booster/image-008-139_1753130823.jpg,0
