Part,Description,Color ID,Color Name,Couleur RGB,Quantity,BrickLink URL,Found
3673,Technic Pin,7,Light Grey,#A0A5A9,2,https://davidlilien.github.io/images_giant_booster/image-008-140_1753130823.jpg,0
3678b,Slope Brick 65 2 x 2 x 2 with Centre Tube,7,Light Grey,#A0A5A9,2,https://davidlilien.github.io/images_giant_booster/image-008-141_1753130823.jpg,0
3700,Technic Brick 1 x 2 with Hole,1,Blue,#1E5AA8,2,https://davidlilien.github.io/images_giant_booster/image-008-142_1753130823.jpg,0
3700,Technic Brick 1 x 2 with Hole,4,Red,#B40000,4,https://davidlilien.github.io/images_giant_booster/image-008-143_1753130823.jpg,0
3700,Technic Brick 1 x 2 with Hole,14,Yellow,#FAC80A,4,https://davidlilien.github.io/images_giant_booster/image-008-144_1753130823.jpg,0
3700,Technic Brick 1 x 2 with Hole,15,White,#FFFFFF,4,https://davidlilien.github.io/images_giant_booster/image-008-145_1753130823.jpg,0
3700,Technic Brick 1 x 2 with Hole,25,Orange,#D67923,2,https://davidlilien.github.io/images_giant_booster/image-008-146_1753130823.jpg,0
3701,Technic Brick 1 x 4 with Holes,4,Red,#B40000,3,https://davidlilien.github.io/images_giant_booster/image-008-147_1753130823.jpg,0
3701,Technic Brick 1 x 4 with Holes,14,Yellow,#FAC80A,1,https://davidlilien.github.io/images_giant_booster/image-008-148_1753130823.jpg,0
3702,Technic Brick 1 x 8 with Holes,14,Yellow,#FAC80A,3,https://davidlilien.github.io/images_giant_booster/image-008-149_1753130823.jpg,0
3705,Technic Axle 4,0,Black,#1B2A34,3,https://davidlilien.github.io/images_giant_booster/image-008-150_1753130823.jpg,0
3706,Technic Axle 6,0,Black,#1B2A34,3,https://davidlilien.github.io/images_giant_booster/image-008-151_1753130823.jpg,0
3707,Technic Axle 8,0,Black,#1B2A34,10,https://davidlilien.github.io/images_giant_booster/image-008-152_1753130823.jpg,0
3710,Plate 1 x 4,0,Black,#1B2A34,47,https://davidlilien.github.io/images_giant_booster/image-008-153_1753130823.jpg,0
3710,Plate 1 x 4,4,Red,#B40000,8,https://davidlilien.github.io/images_giant_booster/image-009-154_1753130823.jpg,0
3710,Plate 1 x 4,5,Dark Pink,#D3359D,10,https://davidlilien.github.io/images_giant_booster/image-009-155_1753130823.jpg,0
3710,Plate 1 x 4,7,Light Grey,#A0A5A9,3,https://davidlilien.github.io/images_giant_booster/image-009-156_1753130823.jpg,0
3710,Plate 1 x 4,8,Dark Grey,#6D6E68,20,https://davidlilien.github.io/images_giant_booster/image-009-157_1753130823.jpg,0
3710,Plate 1 x 4,14,Yellow,#FAC80A,5,https://davidlilien.github.io/images_giant_booster/image-009-158_1753130823.jpg,0
3710,Plate 1 x 4,15,White,#FFFFFF,10,https://davidlilien.github.io/images_giant_booster/image-009-159_1753130823.jpg,0
3710,Plate 1 x 4,25,Orange,#D67923,8,https://davidlilien.github.io/images_giant_booster/image-009-160_1753130823.jpg,0
3713,Technic Bush with Two Flanges,7,Light Grey,#A0A5A9,6,https://davidlilien.github.io/images_giant_booster/image-009-161_1753130823.jpg,0
3738,Technic Plate 2 x 8 with Holes,0,Black,#1B2A34,1,https://davidlilien.github.io/images_giant_booster/image-009-162_1753130823.jpg,0
3747,Slope Brick 33 3 x 2 Inverted with Ribs between Studs,4,Red,#B40000,4,https://davidlilien.github.io/images_giant_booster/image-009-163_1753130823.jpg,0
3794,Plate 1 x 2 with Groove with 1 Centre Stud,14,Yellow,#FAC80A,4,https://davidlilien.github.io/images_giant_booster/image-009-164_1753130823.jpg,0
3794,Plate 1 x 2 with Groove with 1 Centre Stud,15,White,#FFFFFF,6,https://davidlilien.github.io/images_giant_booster/image-009-165_1753130823.jpg,0
3795,Plate 2 x 6,0,Black,#1B2A34,7,https://davidlilien.github.io/images_giant_booster/image-009-166_1753130823.jpg,0
3795,Plate 2 x 6,4,Red,#B40000,32,https://davidlilien.github.io/images_giant_booster/image-009-167_1753130823.jpg,0
3795,Plate 2 x 6,7,Light Grey,#A0A5A9,24,https://davidlilien.github.io/images_giant_booster/image-009-168_1753130823.jpg,0
3795,Plate 2 x 6,14,Yellow,#FAC80A,16,https://davidlilien.github.io/images_giant_booster/image-009-169_1753130823.jpg,0
3795,Plate 2 x 6,15,White,#FFFFFF,73,https://davidlilien.github.io/images_giant_booster/image-009-170_1753130823.jpg,0
3795,Plate 2 x 6,25,Orange,#D67923,4,https://davidlilien.github.io/images_giant_booster/image-009-171_1753130823.jpg,0
3795,Plate 2 x 6,26,Magenta,#901F76,6,https://davidlilien.github.io/images_giant_booster/image-010-173_1753130823.jpg,0
3821,Door 1 x 3 x 1 Right,4,Red,#B40000,2,https://davidlilien.github.io/images_giant_booster/image-010-174_1753130823.jpg,0
3822,Door 1 x 3 x 1 Left,4,Red,#B40000,2,https://davidlilien.github.io/images_giant_booster/image-010-175_1753130823.jpg,0
3823,Windscreen 2 x 4 x 2,47,Trans Clear,#E1D5ED,4,https://davidlilien.github.io/images_giant_booster/image-010-176_1753130823.jpg,0
3828,Car Steering Wheel,0,Black,#1B2A34,2,https://davidlilien.github.io/images_giant_booster/image-010-177_1753130823.jpg,0
3829,Car Steering Wheel Stand,15,White,#FFFFFF,2,https://davidlilien.github.io/images_giant_booster/image-010-178_1753130823.jpg,0
3830,Hinge Brick 1 x 4 Top,15,White,#FFFFFF,2,https://davidlilien.github.io/images_giant_booster/image-010-179_1753130823.jpg,0
3831,Hinge Brick 1 x 4 Base,15,White,#FFFFFF,2,https://davidlilien.github.io/images_giant_booster/image-010-180_1753130823.jpg,0
3894,Technic Brick 1 x 6 with Holes,4,Red,#B40000,3,https://davidlilien.github.io/images_giant_booster/image-010-181_1753130823.jpg,0
3894,Technic Brick 1 x 6 with Holes,14,Yellow,#FAC80A,2,https://davidlilien.github.io/images_giant_booster/image-010-182_1753130823.jpg,0
3894,Technic Brick 1 x 6 with Holes,15,White,#FFFFFF,1,https://davidlilien.github.io/images_giant_booster/image-010-183_1753130823.jpg,0
3941,Brick 2 x 2 Round without Reinforcement,4,Red,#B40000,12,https://davidlilien.github.io/images_giant_booster/image-010-184_1753130823.jpg,0
3960,Dish 4 x 4 Inverted,0,Black,#1B2A34,2,https://davidlilien.github.io/images_giant_booster/image-010-185_1753130823.jpg,0
4019,Technic Gear 16 Tooth,7,Light Grey,#A0A5A9,2,https://davidlilien.github.io/images_giant_booster/image-010-186_1753130823.jpg,0
4032,Plate 2 x 2 Round with Axlehole,4,Red,#B40000,1,https://davidlilien.github.io/images_giant_booster/image-010-187_1753130823.jpg,0
4032,Plate 2 x 2 Round with Axlehole,8,Dark Grey,#6D6E68,5,https://davidlilien.github.io/images_giant_booster/image-010-188_1753130823.jpg,0
4079,Minifig Seat 2 x 2,6,Brown,#582A12,5,https://davidlilien.github.io/images_giant_booster/image-010-189_1753130823.jpg,0
4079,Minifig Seat 2 x 2,14,Yellow,#FAC80A,16,https://davidlilien.github.io/images_giant_booster/image-011-190_1753130823.jpg,0
4162,Tile 1 x 8,0,Black,#1B2A34,8,https://davidlilien.github.io/images_giant_booster/image-011-191_1753130823.jpg,0
4162,Tile 1 x 8,4,Red,#B40000,11,https://davidlilien.github.io/images_giant_booster/image-011-192_1753130823.jpg,0
4162,Tile 1 x 8,7,Light Grey,#A0A5A9,6,https://davidlilien.github.io/images_giant_booster/image-011-193_1753130823.jpg,0
4162,Tile 1 x 8,14,Yellow,#FAC80A,8,https://davidlilien.github.io/images_giant_booster/image-011-194_1753130823.jpg,0
4162,Tile 1 x 8,15,White,#FFFFFF,2,https://davidlilien.github.io/images_giant_booster/image-011-195_1753130823.jpg,0
4274,Technic Pin 1/2,7,Light Grey,#A0A5A9,7,https://davidlilien.github.io/images_giant_booster/image-011-196_1753130823.jpg,0
4275,Hinge Plate 1 x 2 with 3 Fingers and Hollow Studs,4,Red,#B40000,2,https://davidlilien.github.io/images_giant_booster/image-011-197_1753130823.jpg,0
4276,Hinge Plate 1 x 2 with 2 Fingers and Hollow Studs,4,Red,#B40000,2,https://davidlilien.github.io/images_giant_booster/image-011-198_1753130823.jpg,0
4286,Slope Brick 33 3 x 1,4,Red,#B40000,2,https://davidlilien.github.io/images_giant_booster/image-011-199_1753130823.jpg,0
4286,Slope Brick 33 3 x 1,14,Yellow,#FAC80A,1,https://davidlilien.github.io/images_giant_booster/image-011-200_1753130823.jpg,0
4287,Slope Brick 33 3 x 1 Inverted with Notch and Thick Front,4,Red,#B40000,10,https://davidlilien.github.io/images_giant_booster/image-011-201_1753130823.jpg,0
4287,Slope Brick 33 3 x 1 Inverted with Notch and Thick Front,14,Yellow,#FAC80A,5,https://davidlilien.github.io/images_giant_booster/image-011-202_1753130823.jpg,0
44301,Hinge Plate 1 x 2 Locking with Single Finger on End Vertical,7,Light Grey,#A0A5A9,2,https://davidlilien.github.io/images_giant_booster/image-011-203_1753130823.jpg,0
44302,Hinge Plate 1 x 2 Locking with Dual Finger on End Vertical,15,White,#FFFFFF,2,https://davidlilien.github.io/images_giant_booster/image-011-204_1753130823.jpg,0
44728,Bracket 1 x 2 - 2 x 2,14,Yellow,#FAC80A,2,https://davidlilien.github.io/images_giant_booster/image-011-205_1753130823.jpg,0
4477,Plate 1 x 10,14,Yellow,#FAC80A,2,https://davidlilien.github.io/images_giant_booster/image-011-206_1753130823.jpg,0
4519,Technic Axle 3,0,Black,#1B2A34,7,https://davidlilien.github.io/images_giant_booster/image-011-207_1753130823.jpg,0
4532,Container Cupboard 2 x 3 x 2 with Solid Studs,4,Red,#B40000,4,https://davidlilien.github.io/images_giant_booster/image-012-208_1753130823.jpg,0
4533,Container Cupboard 2 x 3 x 2 Door,8,Dark Grey,#6D6E68,4,https://davidlilien.github.io/images_giant_booster/image-012-209_1753130823.jpg,0
4592,Hinge Control Stick Base,15,White,#FFFFFF,2,https://davidlilien.github.io/images_giant_booster/image-012-210_1753130823.jpg,0
4593,Hinge Control Stick,0,Black,#1B2A34,2,https://davidlilien.github.io/images_giant_booster/image-012-211_1753130823.jpg,0
4624,Wheel Rim 6.4 x 8,7,Light Grey,#A0A5A9,4,https://davidlilien.github.io/images_giant_booster/image-012-212_1753130823.jpg,0
4740,Dish 2 x 2 Inverted,0,Black,#1B2A34,8,https://davidlilien.github.io/images_giant_booster/image-012-213_1753130823.jpg,0
48336,Plate 1 x 2 with Handle Type 2,4,Red,#B40000,2,https://davidlilien.github.io/images_giant_booster/image-012-214_1753130823.jpg,0
48336,Plate 1 x 2 with Handle Type 2,14,Yellow,#FAC80A,4,https://davidlilien.github.io/images_giant_booster/image-012-215_1753130823.jpg,0
